Feature ID,Clean          Feature Name,Target,Feature Type,Approval          Status,Approval Date
9340,8 Homeward,Moon,"Crater, craters",Approved,"Oct 05, 2018"
1,Aachen,Mathilde,"Crater, craters",Approved,2000
2,Aananin,Rhea,"Crater, craters",Approved,1982
16115,Aarna,Mars,"Crater, craters",Approved,"Dec 16, 2022"
6981,Aaru,Titan,Albedo Feature,Approved,2006
3,Ababinili Patera,Io,"Patera, paterae",Approved,2003
4,Abalos Colles,Mars,"Collis, colles",Approved,2003
14147,Abalos Mensa,Mars,"Mensa, mensae",Approved,2006
14148,Abalos Scopuli,Mars,"Scopulus, scopuli",Approved,2006
5,Abalos Undae,Mars,"Unda, undae",Approved,1988
6,Aban,Mars,"Crater, craters",Approved,1988
7,Abans,Ariel,"Crater, craters",Approved,1988
14659,Abassi,Rhea,"Crater, craters",Approved,"Apr 23, 2010"
8,Abatos Planum,Triton,"Planum, plana",Approved,1991
14314,Abaya Lacus,Titan,"Lacus, lacūs",Approved,"Sep 27, 2007"
9,Abbe,Moon,"Crater, craters",Approved,1970
7027,Abbe H,Moon,Satellite Feature,Approved,2006
7028,Abbe K,Moon,Satellite Feature,Approved,2006
7029,Abbe M,Moon,Satellite Feature,Approved,2006
10,Abbot,Moon,"Crater, craters",Approved,1973
6774,Abduh,Moon,"Crater, craters",Not Approved,-
14574,Abedin,Mercury,"Crater, craters",Approved,"Jul 09, 2009"
15728,Abeeso Facula,Mercury,"Facula, faculae",Approved,"Apr 02, 2018"
12,Abel,Moon,"Crater, craters",Approved,1964
7030,Abel A,Moon,Satellite Feature,Approved,2006
13,Abelard,Eros,"Crater, craters",Approved,2003
7031,Abel B,Moon,Satellite Feature,Approved,2006
7032,Abel C,Moon,Satellite Feature,Approved,2006
7033,Abel D,Moon,Satellite Feature,Approved,2006
7034,Abel E,Moon,Satellite Feature,Approved,2006
7035,Abel J,Moon,Satellite Feature,Approved,2006
7036,Abel K,Moon,Satellite Feature,Approved,2006
7037,Abel L,Moon,Satellite Feature,Approved,2006
15449,Abellio,Ceres,"Crater, craters",Approved,"Dec 04, 2015"
7038,Abel M,Moon,Satellite Feature,Approved,2006
11,Abe Mango Dorsa,Venus,"Dorsum, dorsa",Approved,1997
14,Abenezra,Moon,"Crater, craters",Approved,1935
7039,Abenezra A,Moon,Satellite Feature,Approved,2006
7040,Abenezra B,Moon,Satellite Feature,Approved,2006
7041,Abenezra C,Moon,Satellite Feature,Approved,2006
7042,Abenezra D,Moon,Satellite Feature,Approved,2006
7043,Abenezra E,Moon,Satellite Feature,Approved,2006
7044,Abenezra F,Moon,Satellite Feature,Approved,2006
7045,Abenezra G,Moon,Satellite Feature,Approved,2006
7046,Abenezra H,Moon,Satellite Feature,Approved,2006
7047,Abenezra J,Moon,Satellite Feature,Approved,2006
7048,Abenezra P,Moon,Satellite Feature,Approved,2006
15,Abeona Mons,Venus,"Mons, montes",Approved,1997
16,Abetti,Moon,"Crater, craters",Approved,1976
17,Abigail,Venus,"Crater, craters",Approved,1994
18,Abika,Venus,"Crater, craters",Approved,1994
19,Abington,Venus,"Crater, craters",Approved,1994
15164,Abisme,Iapetus,"Crater, craters",Approved,"Aug 16, 2013"
20,Abra,Venus,"Crater, craters",Approved,1997
16117,Abu,Mars,"Crater, craters",Approved,"Dec 16, 2022"
23,Abulfeda,Moon,"Crater, craters",Approved,1935
7051,Abulfeda A,Moon,Satellite Feature,Approved,2006
7052,Abulfeda B,Moon,Satellite Feature,Approved,2006
7053,Abulfeda BA,Moon,Satellite Feature,Approved,2006
7054,Abulfeda C,Moon,Satellite Feature,Approved,2006
7055,Abulfeda D,Moon,Satellite Feature,Approved,2006
7056,Abulfeda E,Moon,Satellite Feature,Approved,2006
7057,Abulfeda F,Moon,Satellite Feature,Approved,2006
7058,Abulfeda G,Moon,Satellite Feature,Approved,2006
7059,Abulfeda H,Moon,Satellite Feature,Approved,2006
7060,Abulfeda J,Moon,Satellite Feature,Approved,2006
7061,Abulfeda K,Moon,Satellite Feature,Approved,2006
7062,Abulfeda L,Moon,Satellite Feature,Approved,2006
7063,Abulfeda M,Moon,Satellite Feature,Approved,2006
7064,Abulfeda N,Moon,Satellite Feature,Approved,2006
7065,Abulfeda O,Moon,Satellite Feature,Approved,2006
7066,Abulfeda P,Moon,Satellite Feature,Approved,2006
7067,Abulfeda Q,Moon,Satellite Feature,Approved,2006
7068,Abulfeda R,Moon,Satellite Feature,Approved,2006
7069,Abulfeda S,Moon,Satellite Feature,Approved,2006
7070,Abulfeda T,Moon,Satellite Feature,Approved,2006
7071,Abulfeda U,Moon,Satellite Feature,Approved,2006
7072,Abulfeda W,Moon,Satellite Feature,Approved,2006
7073,Abulfeda X,Moon,Satellite Feature,Approved,2006
7074,Abulfeda Y,Moon,Satellite Feature,Approved,2006
7075,Abulfeda Z,Moon,Satellite Feature,Approved,2006
22,Abul Wafa,Moon,"Crater, craters",Approved,1970
7049,Abul Wafa A,Moon,Satellite Feature,Approved,2006
7050,Abul Wafa Q,Moon,Satellite Feature,Approved,2006
24,Abundia Corona,Venus,"Corona, coronae",Approved,1994
21,Abu Nuwas,Mercury,"Crater, craters",Approved,1976
25,Abus Vallis,Mars,"Vallis, valles",Approved,1985
26,Abydos Facula,Ganymede,"Facula, faculae",Approved,1985
16081,Acacallis Linea,Europa,"Linea, lineae",Approved,"May 27, 2022"
16105,Acadia Rupes,Mercury,"Rupes, rupēs",Approved,"Nov 07, 2022"
27,Acala Fluctus,Io,"Fluctus, fluctūs",Approved,1997
28,Acastus,Phoebe,"Crater, craters",Approved,2006
29,Accolon,Mimas,"Crater, craters",Approved,1982
14451,Acelin,Iapetus,"Crater, craters",Approved,"Aug 05, 2008"
14339,Acestes,Dione,"Crater, craters",Approved,"Mar 17, 2008"
14841,Achaia Regio,Lutetia,"Regio, regiones",Approved,"Apr 05, 2011"
30,Achall Corona,Venus,"Corona, coronae",Approved,2006
31,Achar,Mars,"Crater, craters",Approved,1979
32,Achek Dorsa,Venus,"Dorsum, dorsa",Approved,1997
33,Achelous,Ganymede,"Crater, craters",Approved,1979
34,Acheron Catena,Mars,"Catena, catenae",Approved,1979
35,Acheron Fossae,Mars,"Fossa, fossae",Approved,1979
14405,Achilles,Tethys,"Crater, craters",Approved,"Apr 28, 2008"
15376,Achita,Ceres,"Crater, craters",Approved,"Sep 21, 2015"
36,Acidalia Colles,Mars,"Collis, colles",Approved,2000
37,Acidalia Mensa,Mars,"Mensa, mensae",Approved,2000
38,Acidalia Planitia,Mars,"Planitia, planitiae",Approved,1973
39,Acmon,Dactyl,"Crater, craters",Approved,1997
15196,Aconia,Vesta,"Crater, craters",Approved,"Feb 05, 2014"
40,Acosta,Moon,"Crater, craters",Approved,1976
41,Acrea Corona,Venus,"Corona, coronae",Approved,2003
14182,Ada,Mars,"Crater, craters",Approved,"Sep 14, 2006"
42,Adad,Ganymede,"Crater, craters",Approved,1979
43,Adaiah,Venus,"Crater, craters",Approved,1994
44,Adal,Callisto,"Crater, craters",Approved,1979
45,Adamas Labyrinthus,Mars,"Labyrinthus, labyrinthi",Approved,1982
46,Adams,Mars,"Crater, craters",Approved,1973
47,Adams,Moon,"Crater, craters",Approved,1970
7076,Adams B,Moon,Satellite Feature,Approved,2006
7077,Adams C,Moon,Satellite Feature,Approved,2006
7078,Adams D,Moon,Satellite Feature,Approved,2006
7079,Adams M,Moon,Satellite Feature,Approved,2006
48,Adamson,Venus,"Crater, craters",Approved,1994
7080,Adams P,Moon,Satellite Feature,Approved,2006
49,Adapa,Ganymede,"Crater, craters",Approved,1979
50,Addams,Venus,"Crater, craters",Approved,1994
14452,Adelroth,Iapetus,"Crater, craters",Approved,"Aug 05, 2008"
6982,Adiri,Titan,Albedo Feature,Approved,2006
51,Aditi Dorsa,Venus,"Dorsum, dorsa",Approved,1997
52,Adivar,Venus,"Crater, craters",Approved,1991
53,Adjua,Rhea,"Crater, craters",Approved,1982
54,Adlinda,Callisto,Large ringed feature,Approved,1979
15676,Adlivun Cavus,Pluto,"Cavus, cavi",Approved,"Aug 08, 2017"
55,Admetus,Phoebe,"Crater, craters",Approved,2006
56,Adonis Linea,Europa,"Linea, lineae",Approved,1979
57,Adrasthea Tesserae,Venus,"Tessera, tesserae",Approved,1997
58,Adrastus,Dione,"Crater, craters",Approved,1982
59,Adriana,Titania,"Crater, craters",Approved,1988
60,Adventure Rupes,Mercury,"Rupes, rupēs",Approved,1976
61,Adzoba,Venus,"Crater, craters",Approved,1997
16111,Aegaeo Rupes,Mercury,"Rupes, rupēs",Approved,"Dec 02, 2022"
62,Aegina Farrum,Venus,"Farrum, farra",Approved,1994
63,Aegir,Callisto,"Crater, craters",Approved,1997
14929,Aelia,Vesta,"Crater, craters",Approved,"Feb 28, 2012"
15913,Aellopus Saxum,Bennu,"Saxum, saxa",Approved,"Mar 26, 2020"
64,Aeneas,Dione,"Crater, craters",Approved,1982
65,Aeolis,Mars,Albedo Feature,Approved,1958
15761,Aeolis Chaos,Mars,"Chaos, chaoses",Approved,"Jun 13, 2018"
15019,Aeolis Dorsa,Mars,"Dorsum, dorsa",Approved,"Jul 27, 2012"
66,Aeolis Mensae,Mars,"Mensa, mensae",Approved,1976
15000,Aeolis Mons,Mars,"Mons, montes",Approved,"May 16, 2012"
15001,Aeolis Palus,Mars,"Palus, paludes",Approved,"May 16, 2012"
14165,Aeolis Planum,Mars,"Planum, plana",Approved,2006
15031,Aeolis Serpens,Mars,"Serpens, serpentes",Approved,"Aug 27, 2012"
14523,Aepinus,Moon,"Crater, craters",Approved,"Jan 22, 2009"
67,Aeracura Corona,Venus,"Corona, coronae",Approved,1994
68,Aeria,Mars,Albedo Feature,Approved,1958
69,Aesacus Dorsum,Mars,"Dorsum, dorsa",Approved,1985
70,Aethelflaed,Venus,"Crater, craters",Approved,1994
71,Aetheria,Mars,Albedo Feature,Approved,1958
72,Aethiopis,Mars,Albedo Feature,Approved,1958
15888,Aetos Saxum,Bennu,"Saxum, saxa",Approved,"Jan 31, 2020"
14450,Afekan,Titan,"Crater, craters",Approved,"Aug 04, 2008"
73,Afiba,Venus,"Crater, craters",Approved,1997
74,Afiruwa,Venus,"Crater, craters",Approved,1997
75,Afon,Ida,"Crater, craters",Approved,1994
15197,Africana,Vesta,"Crater, craters",Approved,"Feb 05, 2014"
76,Africanus Horton,Mercury,"Crater, craters",Approved,1976
77,Aftenia,Venus,"Crater, craters",Approved,1997
78,Afua,Venus,"Crater, craters",Approved,1997
79,Aganippe Fossa,Mars,"Fossa, fossae",Approved,1976
80,Agape,Ariel,"Crater, craters",Approved,1988
81,Agassiz,Mars,"Crater, craters",Approved,1973
14988,Agate,Steins,"Crater, craters",Approved,"May 09, 2012"
82,Agatharchides,Moon,"Crater, craters",Approved,1935
7081,Agatharchides A,Moon,Satellite Feature,Approved,2006
7082,Agatharchides B,Moon,Satellite Feature,Approved,2006
7083,Agatharchides C,Moon,Satellite Feature,Approved,2006
7084,Agatharchides E,Moon,Satellite Feature,Approved,2006
7085,Agatharchides F,Moon,Satellite Feature,Approved,2006
7086,Agatharchides G,Moon,Satellite Feature,Approved,2006
7087,Agatharchides H,Moon,Satellite Feature,Approved,2006
7088,Agatharchides J,Moon,Satellite Feature,Approved,2006
7089,Agatharchides K,Moon,Satellite Feature,Approved,2006
7090,Agatharchides L,Moon,Satellite Feature,Approved,2006
7091,Agatharchides N,Moon,Satellite Feature,Approved,2006
7092,Agatharchides O,Moon,Satellite Feature,Approved,2006
7093,Agatharchides P,Moon,Satellite Feature,Approved,2006
7094,Agatharchides R,Moon,Satellite Feature,Approved,2006
7095,Agatharchides S,Moon,Satellite Feature,Approved,2006
7096,Agatharchides T,Moon,Satellite Feature,Approved,2006
83,Agave Linea,Europa,"Linea, lineae",Approved,1997
84,Agenor Linea,Europa,"Linea, lineae",Approved,1979
85,Aglaonice,Venus,"Crater, craters",Approved,1991
86,Agloolik,Callisto,"Crater, craters",Approved,1997
87,Agnesi,Venus,"Crater, craters",Approved,1991
88,Agni Patera,Io,"Patera, paterae",Approved,1985
89,Agoe,Venus,"Crater, craters",Approved,1997
14916,Agonium Rupes,Vesta,"Rupes, rupēs",Approved,"Dec 27, 2011"
90,Agraulos Corona,Venus,"Corona, coronae",Approved,1994
91,Agreus,Ganymede,"Crater, craters",Approved,1985
92,Agrippa,Moon,"Crater, craters",Approved,1935
7097,Agrippa B,Moon,Satellite Feature,Approved,2006
7098,Agrippa D,Moon,Satellite Feature,Approved,2006
7099,Agrippa E,Moon,Satellite Feature,Approved,2006
7100,Agrippa F,Moon,Satellite Feature,Approved,2006
7101,Agrippa G,Moon,Satellite Feature,Approved,2006
7102,Agrippa H,Moon,Satellite Feature,Approved,2006
7103,Agrippa S,Moon,Satellite Feature,Approved,2006
93,Agrippina,Venus,"Crater, craters",Approved,1991
6940,Agroi,Callisto,"Crater, craters",Approved,1979
6978,Agrona Linea,Venus,"Linea, lineae",Approved,2006
94,Agrotes,Ganymede,"Crater, craters",Approved,1985
95,Agunua,Rhea,"Crater, craters",Approved,1982
15727,Agwo Facula,Mercury,"Facula, faculae",Approved,"Apr 02, 2018"
16210,Ahas Facula,Mercury,"Facula, faculae",Approved,"May 09, 2023"
97,Ahava,Venus,"Crater, craters",Approved,1997
98,Ahmad,Enceladus,"Crater, craters",Approved,1982
99,Ahmad Baba,Mercury,"Crater, craters",Approved,1979
96,Ah Peku Patera,Io,"Patera, paterae",Approved,2006
100,Ahsabkab Vallis,Venus,"Vallis, valles",Approved,2000
101,Ahsonnutli Dorsa,Venus,"Dorsum, dorsa",Approved,1985
102,Ahti,Callisto,"Crater, craters",Approved,1988
15409,Ahuna Mons,Ceres,"Mons, montes",Approved,"Oct 01, 2015"
103,Aibarchin Planitia,Venus,"Planitia, planitiae",Approved,1997
104,Aida,Eros,"Crater, craters",Approved,2003
105,Aida Wedo Dorsa,Venus,"Dorsum, dorsa",Approved,1997
106,Aidne Patera,Io,"Patera, paterae",Approved,1997
14406,Aietes,Tethys,"Crater, craters",Approved,"Apr 28, 2008"
107,Aife Fossae,Venus,"Fossa, fossae",Approved,1997
108,Aigul,Venus,"Crater, craters",Approved,1997
109,Aikhylu Chasma,Venus,"Chasma, chasmata",Approved,1997
110,Ailar,Venus,"Crater, craters",Approved,1997
14953,Ailey,Mercury,"Crater, craters",Approved,"Apr 24, 2012"
111,Aimee,Venus,"Crater, craters",Approved,1994
6934,Aine,Europa,"Crater, craters",Approved,2000
112,Aino Planitia,Venus,"Planitia, planitiae",Approved,1982
114,Airy,Mars,"Crater, craters",Approved,1973
113,Airy,Moon,"Crater, craters",Approved,1935
115,Airy 0,Mars,"Crater, craters",Approved,2003
7104,Airy A,Moon,Satellite Feature,Approved,2006
7105,Airy B,Moon,Satellite Feature,Approved,2006
7106,Airy C,Moon,Satellite Feature,Approved,2006
7107,Airy D,Moon,Satellite Feature,Approved,2006
7108,Airy E,Moon,Satellite Feature,Approved,2006
7109,Airy F,Moon,Satellite Feature,Approved,2006
7110,Airy G,Moon,Satellite Feature,Approved,2006
7111,Airy H,Moon,Satellite Feature,Approved,2006
7112,Airy J,Moon,Satellite Feature,Approved,2006
7113,Airy L,Moon,Satellite Feature,Approved,2006
7114,Airy M,Moon,Satellite Feature,Approved,2006
7115,Airy N,Moon,Satellite Feature,Approved,2006
7116,Airy O,Moon,Satellite Feature,Approved,2006
7117,Airy P,Moon,Satellite Feature,Approved,2006
7118,Airy R,Moon,Satellite Feature,Approved,2006
7119,Airy S,Moon,Satellite Feature,Approved,2006
7120,Airy T,Moon,Satellite Feature,Approved,2006
7121,Airy V,Moon,Satellite Feature,Approved,2006
7122,Airy X,Moon,Satellite Feature,Approved,2006
116,Aisha,Venus,"Crater, craters",Approved,1997
117,Aita,Venus,"Crater, craters",Approved,1994
118,Aitchison Patera,Venus,"Patera, paterae",Approved,1994
119,Aitken,Moon,"Crater, craters",Approved,1970
7123,Aitken A,Moon,Satellite Feature,Approved,2006
7124,Aitken C,Moon,Satellite Feature,Approved,2006
7125,Aitken G,Moon,Satellite Feature,Approved,2006
7126,Aitken N,Moon,Satellite Feature,Approved,2006
7127,Aitken Y,Moon,Satellite Feature,Approved,2006
7128,Aitken Z,Moon,Satellite Feature,Approved,2006
120,Aix,Gaspra,"Crater, craters",Approved,1994
121,Ajax,Tethys,"Crater, craters",Approved,1982
14603,Ajib,Enceladus,"Crater, craters",Approved,"Nov 17, 2009"
122,Ajina Fossae,Venus,"Fossa, fossae",Approved,1997
123,Ajleke,Callisto,"Crater, craters",Approved,1988
124,Ajon,Mars,"Crater, craters",Approved,1988
16112,Akademik Rupes,Mercury,"Rupes, rupēs",Approved,"Dec 02, 2022"
16220,Akasa Linea,Arrokoth,"Linea, lineae",Approved,"Sep 02, 2021"
126,Akeley,Venus,"Crater, craters",Approved,1994
125,Ak Ene Corona,Venus,"Corona, coronae",Approved,2003
127,Akewa Dorsa,Venus,"Dorsum, dorsa",Approved,1997
128,Akhmatova,Venus,"Crater, craters",Approved,1985
129,Akhmin Facula,Ganymede,"Facula, faculae",Approved,1997
130,Akhtamar Planitia,Venus,"Planitia, planitiae",Approved,1997
131,Aki,Mars,"Crater, craters",Approved,1979
132,Akiko,Venus,"Crater, craters",Approved,1994
133,Akis,Moon,"Crater, craters",Approved,1976
134,Akitu Sulcus,Ganymede,"Sulcus, sulci",Approved,1997
14597,Akka Tholus,Venus,"Tholus, tholi",Approved,"Sep 04, 2009"
135,Akkruva Colles,Venus,"Collis, colles",Approved,1985
15634,Akmena Lacus,Titan,"Lacus, lacūs",Approved,"Aug 07, 2017"
136,Akna Montes,Venus,"Mons, montes",Approved,1979
137,Akosua,Venus,"Crater, craters",Approved,1997
14954,Aksakov,Mercury,"Crater, craters",Approved,"Apr 24, 2012"
138,Aksentyeva,Venus,"Crater, craters",Approved,1994
139,Aktaj,Mars,"Crater, craters",Approved,1988
140,Akuanda Dorsa,Venus,"Dorsum, dorsa",Approved,1997
141,Akuba,Venus,"Crater, craters",Approved,1997
142,Akupara Maculae,Triton,"Macula, maculae",Approved,1991
15386,Akutagawa,Mercury,"Crater, craters",Approved,"Sep 25, 2015"
143,Akycha,Callisto,"Crater, craters",Approved,1979
154,Aladdin,Enceladus,"Crater, craters",Approved,1982
155,Alajen Vallis,Venus,"Vallis, valles",Approved,2000
144,Al Akhtal,Mercury,"Crater, craters",Approved,1985
14183,Alamos,Mars,"Crater, craters",Approved,"Sep 14, 2006"
156,Alan,Moon,"Crater, craters",Approved,1976
157,Alba Catena,Mars,"Catena, catenae",Approved,1985
158,Alba Fossae,Mars,"Fossa, fossae",Approved,1973
14222,Al Bakbuk,Enceladus,"Crater, craters",Approved,"Nov 07, 2006"
145,Al Bakri,Moon,"Crater, craters",Approved,1976
15062,Albalonga Catena,Vesta,"Catena, catenae",Approved,"Nov 21, 2012"
14306,Alba Mons,Mars,"Mons, montes",Approved,"Sep 19, 2007"
15051,Albana,Vesta,"Crater, craters",Approved,"Nov 21, 2012"
14769,Albano Lacus,Titan,"Lacus, lacūs",Approved,"Sep 16, 2010"
160,Albany,Mars,"Crater, craters",Approved,1979
159,Alba Patera,Mars,"Patera, paterae",Approved,1973
161,Albasty Fossae,Venus,"Fossa, fossae",Approved,1997
162,Albategnius,Moon,"Crater, craters",Approved,1935
7138,Albategnius A,Moon,Satellite Feature,Approved,2006
7139,Albategnius B,Moon,Satellite Feature,Approved,2006
7140,Albategnius C,Moon,Satellite Feature,Approved,2006
7141,Albategnius D,Moon,Satellite Feature,Approved,2006
7142,Albategnius E,Moon,Satellite Feature,Approved,2006
7143,Albategnius G,Moon,Satellite Feature,Approved,2006
7144,Albategnius H,Moon,Satellite Feature,Approved,2006
7145,Albategnius J,Moon,Satellite Feature,Approved,2006
7146,Albategnius K,Moon,Satellite Feature,Approved,2006
7147,Albategnius L,Moon,Satellite Feature,Approved,2006
7148,Albategnius M,Moon,Satellite Feature,Approved,2006
7149,Albategnius N,Moon,Satellite Feature,Approved,2006
7150,Albategnius O,Moon,Satellite Feature,Approved,2006
7151,Albategnius P,Moon,Satellite Feature,Approved,2006
7152,Albategnius S,Moon,Satellite Feature,Approved,2006
7153,Albategnius T,Moon,Satellite Feature,Approved,2006
163,Alberich,Umbriel,"Crater, craters",Approved,1988
15003,Albert,Moon,"Crater, craters",Approved,"Jun 14, 2012"
164,Albi,Mars,"Crater, craters",Approved,1976
15198,Albia,Vesta,"Crater, craters",Approved,"Feb 05, 2014"
146,Al Biruni,Moon,"Crater, craters",Approved,1970
7129,Al Biruni C,Moon,Satellite Feature,Approved,2006
165,Albor Fossae,Mars,"Fossa, fossae",Approved,1985
166,Albor Tholus,Mars,"Tholus, tholi",Approved,1973
167,Albys Vallis,Venus,"Vallis, valles",Approved,1997
14801,Alcander,Dione,"Crater, craters",Approved,"Feb 25, 2011"
14407,Alcinous,Tethys,"Crater, craters",Approved,"Apr 28, 2008"
168,Alcott,Venus,"Crater, craters",Approved,1991
169,Alcyone Tholus,Venus,"Tholus, tholi",Approved,2003
15843,Alcyonia Lacus,Pluto,"Lacus, lacūs",Approved,"May 30, 2019"
170,Alden,Moon,"Crater, craters",Approved,1970
7154,Alden B,Moon,Satellite Feature,Approved,2006
7155,Alden C,Moon,Satellite Feature,Approved,2006
7156,Alden E,Moon,Satellite Feature,Approved,2006
7157,Alden V,Moon,Satellite Feature,Approved,2006
171,Alder,Moon,"Crater, craters",Approved,1979
7158,Alder E,Moon,Satellite Feature,Approved,2006
172,Aldrin,Moon,"Crater, craters",Approved,1970
174,Alekhin,Moon,"Crater, craters",Approved,1970
7159,Alekhin E,Moon,Satellite Feature,Approved,2006
175,Aleksota Mons,Venus,"Mons, montes",Approved,1997
176,Alencar,Mercury,"Crater, craters",Approved,1979
173,Ale Tholus,Venus,"Tholus, tholi",Approved,1985
177,Alexander,Moon,"Crater, craters",Approved,1935
7160,Alexander A,Moon,Satellite Feature,Approved,2006
7161,Alexander B,Moon,Satellite Feature,Approved,2006
7162,Alexander C,Moon,Satellite Feature,Approved,2006
7163,Alexander K,Moon,Satellite Feature,Approved,2006
14247,Alexandria Sulcus,Enceladus,"Sulcus, sulci",Approved,"Nov 07, 2006"
14984,Alexandrite,Steins,"Crater, craters",Approved,"May 09, 2012"
178,Alexey Tolstoy,Mars,"Crater, craters",Approved,1982
179,Aleyin,Ganymede,"Crater, craters",Approved,1997
14241,Al Fakik,Enceladus,"Crater, craters",Approved,"Nov 07, 2006"
180,Alfr,Callisto,"Crater, craters",Approved,1979
181,Alfraganus,Moon,"Crater, craters",Approved,1935
7164,Alfraganus A,Moon,Satellite Feature,Approved,2006
7165,Alfraganus C,Moon,Satellite Feature,Approved,2006
7166,Alfraganus D,Moon,Satellite Feature,Approved,2006
7167,Alfraganus E,Moon,Satellite Feature,Approved,2006
7168,Alfraganus F,Moon,Satellite Feature,Approved,2006
7169,Alfraganus G,Moon,Satellite Feature,Approved,2006
7170,Alfraganus H,Moon,Satellite Feature,Approved,2006
7171,Alfraganus K,Moon,Satellite Feature,Approved,2006
7172,Alfraganus M,Moon,Satellite Feature,Approved,2006
182,Alga,Mars,"Crater, craters",Approved,1976
14224,Al Haddar,Enceladus,"Crater, craters",Approved,"Nov 07, 2006"
147,Al Hamadhani,Mercury,"Crater, craters",Approved,1979
183,Alhazen,Moon,"Crater, craters",Approved,1935
7173,Alhazen A,Moon,Satellite Feature,Approved,2006
7174,Alhazen D,Moon,Satellite Feature,Approved,2006
6935,Ali,Callisto,"Crater, craters",Approved,1979
185,Aliacensis,Moon,"Crater, craters",Approved,1935
7175,Aliacensis A,Moon,Satellite Feature,Approved,2006
7176,Aliacensis B,Moon,Satellite Feature,Approved,2006
7177,Aliacensis C,Moon,Satellite Feature,Approved,2006
7178,Aliacensis D,Moon,Satellite Feature,Approved,2006
7179,Aliacensis E,Moon,Satellite Feature,Approved,2006
7180,Aliacensis F,Moon,Satellite Feature,Approved,2006
7181,Aliacensis G,Moon,Satellite Feature,Approved,2006
7182,Aliacensis H,Moon,Satellite Feature,Approved,2006
7183,Aliacensis K,Moon,Satellite Feature,Approved,2006
7184,Aliacensis W,Moon,Satellite Feature,Approved,2006
7185,Aliacensis X,Moon,Satellite Feature,Approved,2006
7186,Aliacensis Y,Moon,Satellite Feature,Approved,2006
7187,Aliacensis Z,Moon,Satellite Feature,Approved,2006
184,Ali Baba,Enceladus,"Crater, craters",Approved,1982
15976,Alicanto,Bennu,"Crater, craters",Approved,"Dec 18, 2020"
15672,Al-Idrisi Montes,Pluto,"Mons, montes",Approved,"Aug 08, 2017"
186,Alima,Venus,"Crater, craters",Approved,1994
187,Alimat,Venus,"Crater, craters",Approved,1994
14600,Alina,Venus,"Crater, craters",Approved,"Oct 25, 2009"
188,Alison,Venus,"Crater, craters",Approved,1994
189,Alitus,Mars,"Crater, craters",Approved,1979
148,Al Jahiz,Mercury,"Crater, craters",Approved,1976
149,Al Khwarizmi,Moon,"Crater, craters",Approved,1973
7130,Al Khwarizmi B,Moon,Satellite Feature,Approved,2006
7131,Al Khwarizmi G,Moon,Satellite Feature,Approved,2006
7132,Al Khwarizmi H,Moon,Satellite Feature,Approved,2006
7133,Al Khwarizmi J,Moon,Satellite Feature,Approved,2006
7134,Al Khwarizmi K,Moon,Satellite Feature,Approved,2006
7135,Al Khwarizmi L,Moon,Satellite Feature,Approved,2006
7136,Al Khwarizmi M,Moon,Satellite Feature,Approved,2006
7137,Al Khwarizmi T,Moon,Satellite Feature,Approved,2006
190,Alkonost Dorsa,Venus,"Dorsum, dorsa",Approved,1997
14225,Al Kuz,Enceladus,"Crater, craters",Approved,"Nov 07, 2006"
191,Allat Dorsa,Venus,"Dorsum, dorsa",Approved,1985
192,Allatu Corona,Venus,"Corona, coronae",Approved,1994
14340,Allecto,Dione,"Crater, craters",Approved,"Mar 17, 2008"
193,Allegheny Vallis,Mars,"Vallis, valles",Approved,2003
194,Alma,Venus,"Crater, craters",Approved,1994
195,Alma Merghen Planitia,Venus,"Planitia, planitiae",Approved,1997
14982,Almandine,Steins,"Crater, craters",Approved,"May 09, 2012"
196,Almanon,Moon,"Crater, craters",Approved,1935
7188,Almanon A,Moon,Satellite Feature,Approved,2006
7189,Almanon B,Moon,Satellite Feature,Approved,2006
7190,Almanon C,Moon,Satellite Feature,Approved,2006
7191,Almanon D,Moon,Satellite Feature,Approved,2006
7192,Almanon E,Moon,Satellite Feature,Approved,2006
7193,Almanon F,Moon,Satellite Feature,Approved,2006
7194,Almanon G,Moon,Satellite Feature,Approved,2006
7195,Almanon H,Moon,Satellite Feature,Approved,2006
7196,Almanon K,Moon,Satellite Feature,Approved,2006
7197,Almanon L,Moon,Satellite Feature,Approved,2006
7198,Almanon P,Moon,Satellite Feature,Approved,2006
7199,Almanon Q,Moon,Satellite Feature,Approved,2006
7200,Almanon R,Moon,Satellite Feature,Approved,2006
150,Al Marrakushi,Moon,"Crater, craters",Approved,1976
14631,Al Medinah Sulci,Enceladus,"Sulcus, sulci",Approved,"Feb 04, 2010"
197,Almeida,Venus,"Crater, craters",Approved,1985
198,Almeric,Iapetus,"Crater, craters",Approved,1982
14226,Al Mustazi,Enceladus,"Crater, craters",Approved,"Nov 07, 2006"
15605,Alnif,Mars,"Crater, craters",Approved,"Jul 05, 2017"
15771,Alofi,Mars,"Crater, craters",Approved,"Aug 31, 2018"
199,Aloha,Moon,"Crater, craters",Approved,1976
200,Alonso,Miranda,"Crater, craters",Approved,1988
201,Alpan Fluctus,Venus,"Fluctus, fluctūs",Approved,1997
7201,Alpes A,Moon,Satellite Feature,Approved,2006
7202,Alpes B,Moon,Satellite Feature,Approved,2006
202,Alpetragius,Moon,"Crater, craters",Approved,1935
7203,Alpetragius B,Moon,Satellite Feature,Approved,2006
