Feature ID,Clean          Feature Name,Target,Feature Type,Approval          Status,Approval Date
8100,Capuanus H,Moon,Satellite Feature,Approved,2006
8101,Capuanus K,Moon,Satellite Feature,Approved,2006
8102,Capuanus L,Moon,Satellite Feature,Approved,2006
8103,Capuanus M,Moon,Satellite Feature,Approved,2006
8104,Capuanus P,Moon,Satellite Feature,Approved,2006
15253,Caralis Chaos,Mars,"Chaos, chaoses",Approved,"Sep 22, 2014"
15112,Caral Vallis,Mercury,"Vallis, valles",Approved,"Apr 30, 2013"
1015,Carancho Patera,Io,"Patera, paterae",Approved,1985
15175,Caravaggio,Mercury,"Crater, craters",Approved,"Nov 22, 2013"
14490,Carcassone Montes,Iapetus,"Mons, montes",Approved,"Aug 05, 2008"
1016,Cardanus,Moon,"Crater, craters",Approved,1935
8105,Cardanus B,Moon,Satellite Feature,Approved,2006
8106,Cardanus C,Moon,Satellite Feature,Approved,2006
8107,Cardanus E,Moon,Satellite Feature,Approved,2006
8108,Cardanus G,Moon,Satellite Feature,Approved,2006
8109,Cardanus K,Moon,Satellite Feature,Approved,2006
8110,Cardanus M,Moon,Satellite Feature,Approved,2006
8111,Cardanus R,Moon,Satellite Feature,Approved,2006
14853,Cardiel Lacus,Titan,"Lacus, lacūs",Approved,"Apr 07, 2011"
15369,Cardona,Mars,"Crater, craters",Approved,"Aug 21, 2015"
1017,Carducci,Mercury,"Crater, craters",Approved,1976
16265,Carillon Saxum,Didymos,"Saxum, saxa",Approved,"Nov 14, 2023"
15774,Carleton,Mercury,"Crater, craters",Approved,"Oct 19, 2018"
1018,Carlini,Moon,"Crater, craters",Approved,1935
8112,Carlini A,Moon,Satellite Feature,Approved,2006
8113,Carlini C,Moon,Satellite Feature,Approved,2006
8114,Carlini D,Moon,Satellite Feature,Approved,2006
8115,Carlini E,Moon,Satellite Feature,Approved,2006
8116,Carlini G,Moon,Satellite Feature,Approved,2006
8117,Carlini H,Moon,Satellite Feature,Approved,2006
8118,Carlini K,Moon,Satellite Feature,Approved,2006
8119,Carlini L,Moon,Satellite Feature,Approved,2006
8120,Carlini S,Moon,Satellite Feature,Approved,2006
1019,Carlos,Moon,"Crater, craters",Approved,1976
1020,Carlsbad,Gaspra,"Crater, craters",Approved,1994
1021,Carmenta Farra,Venus,"Farrum, farra",Approved,1994
1022,Carmichael,Moon,"Crater, craters",Approved,1973
15130,Carnegie Rupes,Mercury,"Rupes, rupēs",Approved,"Jun 03, 2013"
1023,Carnot,Moon,"Crater, craters",Approved,1970
8121,Carnot F,Moon,Satellite Feature,Approved,2006
1024,Carol,Moon,"Crater, craters",Approved,1979
15321,Carolan,Mercury,"Crater, craters",Approved,"Apr 30, 2015"
1025,Caroline,Venus,"Crater, craters",Approved,1994
1026,Carpenter,Moon,"Crater, craters",Approved,1935
8122,Carpenter T,Moon,Satellite Feature,Approved,2006
8123,Carpenter U,Moon,Satellite Feature,Approved,2006
8124,Carpenter V,Moon,Satellite Feature,Approved,2006
8125,Carpenter W,Moon,Satellite Feature,Approved,2006
8126,Carpenter Y,Moon,Satellite Feature,Approved,2006
1027,Carpo Corona,Venus,"Corona, coronae",Approved,1994
1028,Carr,Venus,"Crater, craters",Approved,1994
16113,Carrasco Rupes,Mercury,"Rupes, rupēs",Approved,"Dec 13, 2022"
1029,Carrel,Moon,"Crater, craters",Approved,1979
1030,Carreno,Venus,"Crater, craters",Approved,1991
6796,Carriera Patera,Venus,"Patera, paterae",Dropped,1991
1031,Carrillo,Moon,"Crater, craters",Approved,1979
1032,Carrington,Moon,"Crater, craters",Approved,1935
1033,Carson,Venus,"Crater, craters",Approved,1991
1034,Cartago,Mars,"Crater, craters",Approved,1976
1035,Cartan,Moon,"Crater, craters",Approved,1976
1036,Carter,Venus,"Crater, craters",Approved,1994
14385,Carthage Fossae,Dione,"Fossa, fossae",Approved,"Mar 17, 2008"
1037,Carthage Linea,Dione,"Linea, lineae",Dropped,1982
15189,Caruso,Mercury,"Crater, craters",Approved,"Dec 16, 2013"
16334,Carvalho,Mercury,"Crater, craters",Approved,"Aug 13, 2024"
1038,Carver,Moon,"Crater, craters",Approved,1970
8127,Carver K,Moon,Satellite Feature,Dropped,2006
8128,Carver L,Moon,Satellite Feature,Approved,2006
8129,Carver M,Moon,Satellite Feature,Approved,2006
1039,Casanova,Eros,"Crater, craters",Approved,2003
1040,Casatus,Moon,"Crater, craters",Approved,1935
8130,Casatus A,Moon,Satellite Feature,Approved,2006
8131,Casatus C,Moon,Satellite Feature,Approved,2006
8132,Casatus D,Moon,Satellite Feature,Approved,2006
8133,Casatus E,Moon,Satellite Feature,Approved,2006
8134,Casatus H,Moon,Satellite Feature,Approved,2006
8135,Casatus J,Moon,Satellite Feature,Approved,2006
8136,Casatus K,Moon,Satellite Feature,Approved,2006
14251,Cashmere Sulci,Enceladus,"Sulcus, sulci",Approved,"Nov 07, 2006"
1041,Casius,Mars,Albedo Feature,Approved,1958
1042,Cassandra,Dione,"Crater, craters",Approved,1982
1043,Cassatt Corona,Venus,"Corona, coronae",Approved,1997
6797,Cassatt Patera,Venus,"Patera, paterae",Dropped,1991
1044,Cassegrain,Moon,"Crater, craters",Approved,1970
8137,Cassegrain B,Moon,Satellite Feature,Approved,2006
8138,Cassegrain H,Moon,Satellite Feature,Approved,2006
8139,Cassegrain K,Moon,Satellite Feature,Approved,2006
1045,Cassini,Moon,"Crater, craters",Approved,1935
1046,Cassini,Mars,"Crater, craters",Approved,1973
8140,Cassini A,Moon,Satellite Feature,Approved,2006
8141,Cassini B,Moon,Satellite Feature,Approved,2006
8142,Cassini C,Moon,Satellite Feature,Approved,2006
8143,Cassini E,Moon,Satellite Feature,Approved,2006
8144,Cassini F,Moon,Satellite Feature,Approved,2006
8145,Cassini G,Moon,Satellite Feature,Approved,2006
8146,Cassini K,Moon,Satellite Feature,Approved,2006
8147,Cassini L,Moon,Satellite Feature,Approved,2006
8148,Cassini M,Moon,Satellite Feature,Approved,2006
8149,Cassini P,Moon,Satellite Feature,Approved,2006
1047,Cassini Regio,Iapetus,"Regio, regiones",Approved,1982
8150,Cassini W,Moon,Satellite Feature,Approved,2006
8151,Cassini X,Moon,Satellite Feature,Approved,2006
8152,Cassini Y,Moon,Satellite Feature,Approved,2006
8153,Cassini Z,Moon,Satellite Feature,Approved,2006
1048,Castalia Macula,Europa,"Macula, maculae",Approved,2003
1049,Castellana,Ida,"Crater, craters",Approved,1997
15391,Castiglione,Mercury,"Crater, craters",Approved,"Sep 25, 2015"
1050,Castor,Janus,"Crater, craters",Approved,1982
1051,Castril,Mars,"Crater, craters",Approved,2006
1052,Castro,Venus,"Crater, craters",Approved,1994
15798,Catafo Saxum,Ryugu,"Saxum, saxa",Approved,"Dec 19, 2018"
1053,Catalan,Moon,"Crater, craters",Approved,1970
8154,Catalan A,Moon,Satellite Feature,Approved,2006
8155,Catalan B,Moon,Satellite Feature,Approved,2006
8156,Catalan U,Moon,Satellite Feature,Approved,2006
14553,Catalina,Itokawa,"Crater, craters",Approved,"Feb 18, 2009"
1054,Cataquil Patera,Io,"Patera, paterae",Approved,1985
1055,Catena Abulfeda,Moon,"Catena, catenae",Approved,1976
1056,Catena Artamonov,Moon,"Catena, catenae",Approved,1976
1057,Catena Brigitte,Moon,"Catena, catenae",Approved,1976
1058,Catena Davy,Moon,"Catena, catenae",Approved,1976
1059,Catena Dziewulski,Moon,"Catena, catenae",Approved,1976
1060,Catena Gregory,Moon,"Catena, catenae",Approved,1976
1061,Catena Humboldt,Moon,"Catena, catenae",Approved,1976
1062,Catena Krafft,Moon,"Catena, catenae",Approved,1976
1063,Catena Kurchatov,Moon,"Catena, catenae",Approved,1976
1064,Catena Leuschner  GDL,Moon,"Catena, catenae",Approved,1979
1065,Catena Littrow,Moon,"Catena, catenae",Approved,1985
1066,Catena Lucretius  RNII,Moon,"Catena, catenae",Approved,1979
1067,Catena Mendeleev,Moon,"Catena, catenae",Approved,1976
1068,Catena Michelson  GIRD,Moon,"Catena, catenae",Approved,1979
1069,Catena Pierre,Moon,"Catena, catenae",Approved,1976
1070,Catena Sumner,Moon,"Catena, catenae",Approved,1976
1071,Catena Sylvester,Moon,"Catena, catenae",Approved,1976
1072,Catena Taruntius,Moon,"Catena, catenae",Approved,1985
1073,Catena Timocharis,Moon,"Catena, catenae",Approved,1985
1074,Catena Yuri,Moon,"Catena, catenae",Approved,1976
1075,Catha Patera,Io,"Patera, paterae",Approved,1997
1076,Catharina,Moon,"Crater, craters",Approved,1935
8157,Catharina A,Moon,Satellite Feature,Approved,2006
8158,Catharina B,Moon,Satellite Feature,Approved,2006
8159,Catharina C,Moon,Satellite Feature,Approved,2006
8160,Catharina D,Moon,Satellite Feature,Approved,2006
8161,Catharina E,Moon,Satellite Feature,Approved,2006
8162,Catharina F,Moon,Satellite Feature,Approved,2006
8163,Catharina G,Moon,Satellite Feature,Approved,2006
8164,Catharina H,Moon,Satellite Feature,Approved,2006
8165,Catharina J,Moon,Satellite Feature,Approved,2006
8166,Catharina K,Moon,Satellite Feature,Approved,2006
8167,Catharina L,Moon,Satellite Feature,Approved,2006
8168,Catharina M,Moon,Satellite Feature,Approved,2006
8169,Catharina P,Moon,Satellite Feature,Approved,2006
8170,Catharina S,Moon,Satellite Feature,Approved,2006
1077,Cather,Venus,"Crater, craters",Approved,1985
1078,Catherine,Eros,"Crater, craters",Approved,2003
1079,Catillus,Dione,"Crater, craters",Approved,1982
15440,Catota,Mars,"Crater, craters",Approved,"Nov 27, 2015"
15559,Catuilla Planum,Mercury,"Planum, plana",Approved,"Mar 14, 2017"
15078,Catullus,Mercury,"Crater, craters",Approved,"Dec 19, 2012"
1080,Caucasus Mons,Io,"Mons, montes",Approved,1997
1081,Cauchy,Moon,"Crater, craters",Approved,1935
8171,Cauchy A,Moon,Satellite Feature,Approved,2006
8172,Cauchy B,Moon,Satellite Feature,Approved,2006
8173,Cauchy C,Moon,Satellite Feature,Approved,2006
8174,Cauchy D,Moon,Satellite Feature,Approved,2006
8175,Cauchy E,Moon,Satellite Feature,Approved,2006
8176,Cauchy F,Moon,Satellite Feature,Approved,2006
8177,Cauchy M,Moon,Satellite Feature,Approved,2006
8178,Cauchy U,Moon,Satellite Feature,Approved,2006
8179,Cauchy V,Moon,Satellite Feature,Approved,2006
8180,Cauchy W,Moon,Satellite Feature,Approved,2006
1082,Cauteovan Corona,Venus,"Corona, coronae",Approved,1991
1083,Cavalerius,Moon,"Crater, craters",Approved,1935
8181,Cavalerius A,Moon,Satellite Feature,Approved,2006
8182,Cavalerius B,Moon,Satellite Feature,Approved,2006
8183,Cavalerius C,Moon,Satellite Feature,Approved,2006
8184,Cavalerius D,Moon,Satellite Feature,Approved,2006
8185,Cavalerius E,Moon,Satellite Feature,Approved,2006
8186,Cavalerius F,Moon,Satellite Feature,Approved,2006
8187,Cavalerius K,Moon,Satellite Feature,Approved,2006
8188,Cavalerius L,Moon,Satellite Feature,Approved,2006
8189,Cavalerius M,Moon,Satellite Feature,Approved,2006
8190,Cavalerius U,Moon,Satellite Feature,Approved,2006
8191,Cavalerius W,Moon,Satellite Feature,Approved,2006
8192,Cavalerius X,Moon,Satellite Feature,Approved,2006
8193,Cavalerius Y,Moon,Satellite Feature,Approved,2006
8194,Cavalerius Z,Moon,Satellite Feature,Approved,2006
1084,Cave,Mars,"Crater, craters",Approved,1976
1085,Cavell Corona,Venus,"Corona, coronae",Approved,2003
6798,Cavell Patera,Venus,"Patera, paterae",Dropped,1991
1086,Cavendish,Moon,"Crater, craters",Approved,1935
8195,Cavendish A,Moon,Satellite Feature,Approved,2006
8196,Cavendish B,Moon,Satellite Feature,Approved,2006
8197,Cavendish E,Moon,Satellite Feature,Approved,2006
8198,Cavendish F,Moon,Satellite Feature,Approved,2006
8199,Cavendish L,Moon,Satellite Feature,Approved,2006
8200,Cavendish M,Moon,Satellite Feature,Approved,2006
8201,Cavendish N,Moon,Satellite Feature,Approved,2006
8202,Cavendish P,Moon,Satellite Feature,Approved,2006
8203,Cavendish S,Moon,Satellite Feature,Approved,2006
8204,Cavendish T,Moon,Satellite Feature,Approved,2006
1087,Caventou,Moon,"Crater, craters",Approved,1976
1088,Cavi Angusti,Mars,"Cavus, cavi",Approved,1976
1089,Cavi Frigores,Mars,"Cavus, cavi",Dropped,1988
1090,Cavillaca Fluctus,Venus,"Fluctus, fluctūs",Approved,1997
6799,Cavi Novi,Mars,"Cavus, cavi",Dropped,1976
1091,Caxias,Mars,"Crater, craters",Approved,1991
1092,Cay,Triton,"Crater, craters",Approved,1991
1093,Cayley,Moon,"Crater, craters",Approved,1935
15029,Cayon,Mars,"Crater, craters",Approved,"Aug 27, 2012"
14771,Cayuga Lacus,Titan,"Lacus, lacūs",Approved,"Sep 16, 2010"
1095,Cebrenia,Mars,Albedo Feature,Approved,1958
1096,Cecropia,Mars,Albedo Feature,Approved,1958
14186,Cefalu,Mars,"Crater, craters",Approved,"Sep 14, 2006"
15263,Celadon Flumina,Titan,"Flumen, flumina",Approved,"Oct 08, 2014"
15914,Celaeno Saxum,Bennu,"Saxum, saxa",Approved,"Mar 26, 2020"
6800,Cellini,Moon,"Crater, craters",Not Approved,-
1097,Celmis,Dactyl,"Crater, craters",Approved,1997
1098,Celsius,Moon,"Crater, craters",Approved,1935
8205,Celsius A,Moon,Satellite Feature,Approved,2006
8206,Celsius B,Moon,Satellite Feature,Approved,2006
8207,Celsius D,Moon,Satellite Feature,Approved,2006
8208,Celsius E,Moon,Satellite Feature,Approved,2006
8209,Celsius H,Moon,Satellite Feature,Approved,2006
15787,Cendrillon,Ryugu,"Crater, craters",Approved,"Dec 19, 2018"
1099,Censorinus,Moon,"Crater, craters",Approved,1935
8210,Censorinus A,Moon,Satellite Feature,Approved,2006
8211,Censorinus B,Moon,Satellite Feature,Approved,2006
8212,Censorinus C,Moon,Satellite Feature,Approved,2006
8213,Censorinus D,Moon,Satellite Feature,Approved,2006
8214,Censorinus E,Moon,Satellite Feature,Approved,2006
8215,Censorinus H,Moon,Satellite Feature,Approved,2006
8216,Censorinus J,Moon,Satellite Feature,Approved,2006
8217,Censorinus K,Moon,Satellite Feature,Approved,2006
8218,Censorinus L,Moon,Satellite Feature,Approved,2006
8219,Censorinus N,Moon,Satellite Feature,Approved,2006
8220,Censorinus S,Moon,Satellite Feature,Approved,2006
8221,Censorinus T,Moon,Satellite Feature,Approved,2006
8222,Censorinus U,Moon,Satellite Feature,Approved,2006
8223,Censorinus V,Moon,Satellite Feature,Approved,2006
8224,Censorinus W,Moon,Satellite Feature,Approved,2006
8225,Censorinus X,Moon,Satellite Feature,Approved,2006
8226,Censorinus Z,Moon,Satellite Feature,Approved,2006
1100,Centauri Montes,Mars,"Mons, montes",Approved,1991
15522,Centeotl,Ceres,"Crater, craters",Approved,"Sep 16, 2016"
1101,Centlivre,Venus,"Crater, craters",Approved,1994
1102,Cepheus,Moon,"Crater, craters",Approved,1935
8227,Cepheus A,Moon,Satellite Feature,Approved,2006
1103,Ceraunius,Mars,Albedo Feature,Approved,1958
1104,Ceraunius Catena,Mars,"Catena, catenae",Approved,1985
1105,Ceraunius Fossae,Mars,"Fossa, fossae",Approved,1973
1106,Ceraunius Tholus,Mars,"Tholus, tholi",Approved,1973
1107,Cerberus,Mars,Albedo Feature,Approved,1958
1108,Cerberus Dorsa,Mars,"Dorsum, dorsa",Approved,1982
1109,Cerberus Fossae,Mars,"Fossa, fossae",Approved,1997
14162,Cerberus Palus,Mars,"Palus, paludes",Approved,2006
6801,Cerberus Rupes,Mars,"Rupes, rupēs",Dropped,1979
14168,Cerberus Tholi,Mars,"Tholus, tholi",Approved,2006
15530,Cerealia Facula,Ceres,"Facula, faculae",Approved,"Nov 26, 2016"
15808,Cerealia Tholus,Ceres,"Tholus, tholi",Approved,"Mar 27, 2019"
1110,Ceres Corona,Venus,"Corona, coronae",Approved,1994
16060,Cerknica Lacuna,Titan,"Lacuna, lacunae",Approved,"Apr 13, 2022"
1111,Cerridwen Corona,Venus,"Corona, coronae",Approved,1997
1112,Cerulli,Mars,"Crater, craters",Approved,1973
1113,Cervantes,Mercury,"Crater, craters",Approved,1976
6802,Cervantes,Moon,"Crater, craters",Not Approved,-
1114,Ceti Chasma,Mars,"Chasma, chasmata",Approved,1985
15035,Ceti Labes,Mars,"Labes, labēs",Approved,"Sep 18, 2012"
1115,Ceti Mensa,Mars,"Mensa, mensae",Approved,1994
1374,Cezanne,Mercury,"Crater, craters",Approved,1985
1116,Chaac Patera,Io,"Patera, paterae",Approved,2000
1117,Chacornac,Moon,"Crater, craters",Approved,1935
8228,Chacornac A,Moon,Satellite Feature,Approved,2006
8229,Chacornac B,Moon,Satellite Feature,Approved,2006
8230,Chacornac C,Moon,Satellite Feature,Approved,2006
8231,Chacornac D,Moon,Satellite Feature,Approved,2006
8232,Chacornac E,Moon,Satellite Feature,Approved,2006
8233,Chacornac F,Moon,Satellite Feature,Approved,2006
1118,Chadwick,Moon,"Crater, craters",Approved,1985
1119,Chafe,Mars,"Crater, craters",Approved,1988
1120,Chaffee,Moon,"Crater, craters",Approved,1970
8234,Chaffee F,Moon,Satellite Feature,Approved,2006
8235,Chaffee S,Moon,Satellite Feature,Approved,2006
8236,Chaffee W,Moon,Satellite Feature,Approved,2006
1121,Chaikovskij,Mercury,"Crater, craters",Approved,1976
16194,Chakpar,Mars,"Crater, craters",Approved,"Apr 12, 2023"
1122,Chalce,Mars,Albedo Feature,Approved,1958
1123,Chalce Fossa,Mars,"Fossa, fossae",Approved,1991
1124,Chalce Montes,Mars,"Mons, montes",Approved,1991
1125,Chalcoporos Rupes,Mars,"Rupes, rupēs",Approved,1985
16087,Challenger Colles,Pluto,"Collis, colles",Approved,"May 27, 2022"
16089,Challenger Rupes,Mercury,"Rupes, rupēs",Approved,"Jun 07, 2022"
1126,Challis,Moon,"Crater, craters",Approved,1935
8237,Challis A,Moon,Satellite Feature,Approved,2006
1127,Chalonge,Moon,"Crater, craters",Approved,1985
1128,Chalybes Regio,Io,"Regio, regiones",Approved,1979
14265,Chaman,Mars,"Crater, craters",Approved,"Dec 14, 2006"
15853,Chamba,Mars,"Crater, craters",Approved,"Aug 26, 2019"
1130,Chamberlin,Mars,"Crater, craters",Approved,1973
1129,Chamberlin,Moon,"Crater, craters",Approved,1970
8238,Chamberlin D,Moon,Satellite Feature,Approved,2006
8239,Chamberlin H,Moon,Satellite Feature,Approved,2006
8240,Chamberlin R,Moon,Satellite Feature,Approved,2006
15422,Chaminuka,Ceres,"Crater, craters",Approved,"Oct 15, 2015"
1131,Champollion,Moon,"Crater, craters",Approved,1970
8241,Champollion A,Moon,Satellite Feature,Approved,2006
8242,Champollion F,Moon,Satellite Feature,Approved,2006
8243,Champollion K,Moon,Satellite Feature,Approved,2006
8244,Champollion Y,Moon,Satellite Feature,Approved,2006
1132,Chandler,Moon,"Crater, craters",Approved,1970
8245,Chandler G,Moon,Satellite Feature,Approved,2006
8246,Chandler P,Moon,Satellite Feature,Approved,2006
8247,Chandler Q,Moon,Satellite Feature,Approved,2006
8248,Chandler U,Moon,Satellite Feature,Approved,2006
16191,Chandrayaan Linea,Pluto,"Linea, lineae",Approved,"Apr 11, 2023"
1133,Chang Heng,Moon,"Crater, craters",Approved,1970
8249,Chang Heng C,Moon,Satellite Feature,Approved,2006
1136,Changko Corona,Venus,"Corona, coronae",Approved,2000
1135,Chang Ngo,Moon,"Crater, craters",Approved,1976
1137,Changsong,Mars,"Crater, craters",Approved,1976
1134,Chang Xi Chasmata,Venus,"Chasma, chasmata",Approved,1997
1138,Chant,Moon,"Crater, craters",Approved,1970
1139,Chantico Corona,Venus,"Corona, coronae",Approved,2003
14173,Chanum Coronae,Venus,"Corona, coronae",Approved,2006
1140,Chao Meng Fu,Mercury,"Crater, craters",Approved,1976
1141,Chapais,Mars,"Crater, craters",Approved,1976
16281,Chapala Lacus,Titan,"Lacus, lacūs",Approved,"May 23, 2024"
1142,Chapelle,Venus,"Crater, craters",Approved,1991
1143,Chaplygin,Moon,"Crater, craters",Approved,1970
15614,Chaplygin B,Moon,Satellite Feature,Approved,"Jul 25, 2017"
8250,Chaplygin K,Moon,Satellite Feature,Approved,2006
8251,Chaplygin Q,Moon,Satellite Feature,Approved,2006
8252,Chaplygin Y,Moon,Satellite Feature,Approved,2006
1144,Chapman,Moon,"Crater, craters",Approved,1970
8253,Chapman D,Moon,Satellite Feature,Approved,2006
8254,Chapman M,Moon,Satellite Feature,Approved,2006
8255,Chapman V,Moon,Satellite Feature,Approved,2006
1145,Chappe,Moon,"Crater, craters",Approved,1994
1146,Chappell,Moon,"Crater, craters",Approved,1970
8256,Chappell E,Moon,Satellite Feature,Approved,2006
8257,Chappell T,Moon,Satellite Feature,Approved,2006
1147,Charax,Gaspra,"Crater, craters",Approved,1994
1148,Charis Dorsum,Mars,"Dorsum, dorsa",Approved,1991
15203,Charito,Vesta,"Crater, craters",Approved,"Feb 05, 2014"
1149,Charitum Montes,Mars,"Mons, montes",Approved,1973
6803,Charitum Tholus,Mars,"Tholus, tholi",Dropped,1976
1150,Charlemagne,Iapetus,"Crater, craters",Approved,1982
1151,Charles,Moon,"Crater, craters",Approved,1976
1152,Charleston,Mars,"Crater, craters",Approved,1979
1154,Charlier,Mars,"Crater, craters",Approved,1973
1153,Charlier,Moon,"Crater, craters",Approved,1970
8258,Charlier Z,Moon,Satellite Feature,Approved,2006
1155,Charlieu,Mars,"Crater, craters",Approved,1991
1156,Charlois Regio,Eros,"Regio, regiones",Approved,2003
1157,Charybdis Scopulus,Mars,"Scopulus, scopuli",Approved,1985
1158,Charykh Keyok Dorsa,Venus,"Dorsum, dorsa",Approved,1997
1159,Chasca Vallis,Venus,"Vallis, valles",Approved,1997
1160,Chasma Australe,Mars,"Chasma, chasmata",Approved,1973
1161,Chasma Boreale,Mars,"Chasma, chasmata",Approved,1973
1162,Chatturat,Mars,"Crater, craters",Approved,1991
1163,Chaucer,Moon,"Crater, craters",Approved,1970
8259,Chaucer B,Moon,Satellite Feature,Approved,2006
8260,Chaucer P,Moon,Satellite Feature,Approved,2006
1164,Chauk,Mars,"Crater, craters",Approved,1976
1165,Chauvenet,Moon,"Crater, craters",Approved,1970
8261,Chauvenet C,Moon,Satellite Feature,Approved,2006
8262,Chauvenet D,Moon,Satellite Feature,Approved,2006
8263,Chauvenet E,Moon,Satellite Feature,Approved,2006
8264,Chauvenet G,Moon,Satellite Feature,Approved,2006
8265,Chauvenet J,Moon,Satellite Feature,Approved,2006
8266,Chauvenet L,Moon,Satellite Feature,Approved,2006
8267,Chauvenet P,Moon,Satellite Feature,Approved,2006
8268,Chauvenet Q,Moon,Satellite Feature,Approved,2006
8269,Chauvenet S,Moon,Satellite Feature,Approved,2006
8270,Chauvenet U,Moon,Satellite Feature,Approved,2006
14139,Chawla,Moon,"Crater, craters",Approved,2006
1166,Cheb,Mars,"Crater, craters",Approved,1976
1167,Chebyshev,Moon,"Crater, craters",Approved,1970
8271,Chebyshev C,Moon,Satellite Feature,Approved,2006
8272,Chebyshev N,Moon,Satellite Feature,Approved,2006
8273,Chebyshev U,Moon,Satellite Feature,Approved,2006
8274,Chebyshev V,Moon,Satellite Feature,Approved,2006
15609,Chebyshev Z,Moon,Satellite Feature,Approved,"Jul 25, 2017"
1168,Chechek,Venus,"Crater, craters",Approved,1997
1169,Chefu,Mars,"Crater, craters",Approved,1991
1170,Chekalin,Mars,"Crater, craters",Approved,1976
1171,Chekhov,Mercury,"Crater, craters",Approved,1976
6804,Chekov,Moon,"Crater, craters",Not Approved,-
6805,Chenier,Moon,"Crater, craters",Not Approved,-
1172,Chernava Colles,Venus,"Collis, colles",Approved,1997
14999,Chernykh Regio,Steins,"Regio, regiones",Approved,"May 09, 2012"
1173,Chernyshev,Moon,"Crater, craters",Approved,1970
8275,Chernyshev B,Moon,Satellite Feature,Approved,2006
950,C  Herschel,Moon,"Crater, craters",Approved,1935
8045,C  Herschel C,Moon,Satellite Feature,Approved,2006
8046,C  Herschel E,Moon,Satellite Feature,Approved,2006
8047,C  Herschel U,Moon,Satellite Feature,Approved,2006
8048,C  Herschel V,Moon,Satellite Feature,Approved,2006
1174,Cherskaya Patera,Venus,"Patera, paterae",Approved,2003
1175,Chersonesus,Mars,Albedo Feature,Approved,1958
15033,Chesterton,Mercury,"Crater, craters",Approved,"Sep 17, 2012"
1176,Chevallier,Moon,"Crater, craters",Approved,1935
8276,Chevallier B,Moon,Satellite Feature,Approved,2006
8277,Chevallier F,Moon,Satellite Feature,Approved,2006
8278,Chevallier K,Moon,Satellite Feature,Approved,2006
8279,Chevallier M,Moon,Satellite Feature,Approved,2006
1177,Chia,Mars,"Crater, craters",Approved,1985
1178,Chiang K ui,Mercury,"Crater, craters",Approved,1976
1179,Chico Valles,Mars,"Vallis, valles",Approved,2003
16324,Chien-Shiung Wu,Moon,"Crater, craters",Approved,"Aug 06, 2024"
1180,Chih Nu Dorsum,Venus,"Dorsum, dorsa",Approved,1994
15955,Chikyu Rupes,Mercury,"Rupes, rupēs",Approved,"Jan 12, 2021"
15585,Chilwa Lacus,Titan,"Lacus, lacūs",Approved,"Jun 06, 2017"
1181,Chimbote,Mars,"Crater, craters",Approved,1976
1182,Chimon mana Tessera,Venus,"Tessera, tesserae",Approved,1997
1183,Chincoteague,Mars,"Crater, craters",Approved,1979
14662,Chingaso,Rhea,"Crater, craters",Approved,"Apr 23, 2010"
1184,Ching Te,Moon,"Crater, craters",Approved,1976
6985,Ching tu,Titan,Albedo Feature,Approved,2006
1185,Chinju,Mars,"Crater, craters",Approved,1976
1186,Chinook,Mars,"Crater, craters",Approved,1976
1187,Chiun Corona,Venus,"Corona, coronae",Approved,1994
1188,Chive,Mars,"Crater, craters",Approved,1976
1189,Chiyojo,Venus,"Crater, craters",Approved,1991
1190,Chladni,Moon,"Crater, craters",Approved,1935
1191,Chloe,Venus,"Crater, craters",Approved,1994
1192,Chloris Mons,Venus,"Mons, montes",Approved,1997
1193,Choctaw,Mars,"Crater, craters",Approved,1976
1194,Cholpon,Venus,"Crater, craters",Approved,1997
1195,Chom,Mars,"Crater, craters",Approved,1976
1196,Chondi Chasma,Venus,"Chasma, chasmata",Approved,2003
1213,Chong Ch ol,Mercury,"Crater, craters",Approved,1979
1197,Chopin,Mercury,"Crater, craters",Approved,1976
1198,Chors Patera,Io,"Patera, paterae",Approved,2006
1199,Choukoutien,Ida,"Crater, craters",Approved,1997
15309,Choyr,Mars,"Crater, craters",Approved,"Mar 21, 2015"
1206,Chretien,Moon,"Crater, craters",Approved,1970
8280,Chretien A,Moon,Satellite Feature,Approved,2006
8281,Chretien C,Moon,Satellite Feature,Approved,2006
8282,Chretien S,Moon,Satellite Feature,Approved,2006
8283,Chretien W,Moon,Satellite Feature,Approved,2006
1201,Christie,Venus,"Crater, craters",Approved,1985
14180,Chronius Mons,Mars,"Mons, montes",Approved,"Sep 13, 2006"
15538,Chrysas Mensa,Mars,"Mensa, mensae",Approved,"Feb 02, 2017"
1202,Chryse,Mars,Albedo Feature,Approved,1958
14386,Chryse Chaos,Mars,"Chaos, chaoses",Approved,"Mar 31, 2008"
14152,Chryse Colles,Mars,"Collis, colles",Approved,2006
1203,Chryse Planitia,Mars,"Planitia, planitiae",Approved,1973
14983,Chrysoberyl,Steins,"Crater, craters",Approved,"May 09, 2012"
1204,Chrysokeras,Mars,Albedo Feature,Approved,1958
1205,Chrysor,Ganymede,"Crater, craters",Approved,1997
1207,Chthonius Linea,Europa,"Linea, lineae",Approved,1997
1209,Chubado,Venus,"Crater, craters",Approved,1997
1210,Chuginadak Mons,Venus,"Mons, montes",Approved,1997
15713,Chukhung,Mars,"Crater, craters",Approved,"Feb 09, 2018"
1211,Chuku Corona,Venus,"Corona, coronae",Approved,2000
